name,rating,review_count,categories,price_type,address,phone
Amsterdam Café,4.3,209,"['Pizza', 'Sandwiches', 'Modern European']",1.0,"930 Geary St, San Francisco, CA 94109",(415) 529-1527
Pasha Sf,4.4,58,"['Mediterranean', 'Wraps', 'Hookah Bars']",2.0,"673 Geary St, San Francisco, CA 94102",(415) 567-8960
Amal's Deli,4.8,55,"['Delis', 'Convenience Stores', 'Sandwiches']",1.0,"1416 Haight St, San Francisco, CA 94117",(415) 626-7457
Xiao Yus Kitchen,4.4,51,"['Japanese Curry', 'Ramen']",2.0,"560 Balboa St, San Francisco, CA 94118",(415) 742-4392
Gumbo Social,4.7,100,"['Soul Food', 'Sandwiches']",2.0,"5176 3rd St, San Francisco, CA 94124",(415) 655-9195
Birba,4.4,193,"['Wine Bars', 'New American']",2.0,"458 Grove St, San Francisco, CA 94102",(415) 549-7612
Hillstone,4.0,2514,"['New American', 'Wine Bars']",3.0,"1800 Montgomery St, San Francisco, CA 94111",(415) 392-9280
Breadbelly,4.5,591,"['Bakeries', 'Cafes', 'Breakfast & Brunch']",2.0,"1408 Clement St, San Francisco, CA 94118",(415) 349-0969
Paprika,4.4,449,"['Czech', 'German', 'Hungarian']",2.0,"3324 24th St, San Francisco, CA 94110",(415) 375-1477
The Richmond,4.5,769,['New American'],3.0,"615 Balboa St, San Francisco, CA 94118",(415) 379-8988
Mamahuhu,4.0,435,['Chinese'],2.0,"517 Clement St, San Francisco, CA 94118",(415) 742-4958
DragonEats,4.4,327,['Vietnamese'],2.0,"1671 Haight St, San Francisco, CA 94117",(415) 522-6689
Willkommen,4.1,260,"['German', 'Breweries', 'Gluten-Free']",2.0,"2198 Market St, San Francisco, CA 94114",(415) 766-9225
Dumpling Baby China Bistro,4.3,213,"['Chinese', 'Asian Fusion', 'Noodles']",2.0,"3751 Geary Blvd, San Francisco, CA 94118",(415) 592-8232
Sisterita,4.6,504,"['Breakfast & Brunch', 'New American', 'Thai']",2.0,"669 Commercial St, San Francisco, CA 94111",(415) 649-1919
Souvla,4.2,594,"['Mediterranean', 'Greek']",2.0,"531 Divisadero St, San Francisco, CA 94117",(415) 840-1500
a Mano,4.1,1683,"['Italian', 'Cocktail Bars', 'Pizza']",3.0,"450 Hayes St, San Francisco, CA 94102",(415) 506-7401
Ragazza,4.1,780,"['Italian', 'Pizza']",2.0,"311 Divisadero St, San Francisco, CA 94117",(415) 255-1133
ABACÁ,4.0,625,['Filipino'],3.0,"2700 Jones St, San Francisco, CA 94133",(415) 486-0788
Sorrel ,4.1,357,"['New American', 'Italian']",4.0,"3228 Sacramento St, San Francisco, CA 94115",(415) 525-3765
Lolinda,4.2,2420,"['Steakhouses', 'Tapas/Small Plates', 'Latin American']",3.0,"2518 Mission St, San Francisco, CA 94110",(415) 550-6970
Kitchen Istanbul,4.4,543,"['Greek', 'Turkish', 'Mediterranean']",3.0,"349 Clement St, San Francisco, CA 94118",(415) 753-9479
Eats,3.9,1347,"['American', 'Breakfast & Brunch']",2.0,"50 Clement St, San Francisco, CA 94118",(415) 751-8000
Flores San Francisco,4.1,1079,"['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']",2.0,"2030 Union St, San Francisco, CA 94123",(415) 796-2926
Ofena,4.5,105,"['Italian', 'Bars']",2.0,"2529 Ocean Ave, San Francisco, CA 94132",(415) 347-7272
Radhaus,4.2,652,"['German', 'Gastropubs', 'Breakfast & Brunch']",3.0,"2 Marina Blvd, Bldg A, San Francisco, CA 94123",(415) 445-4556
Collina,4.7,47,"['Italian', 'Desserts']",2.0,"1550 Hyde St, San Francisco, CA 94109",(415) 775-1542
Dash Japanese Tapas & Sushi,4.5,49,"['Sushi Bars', 'Japanese', 'Tapas Bars']",2.0,"737 Diamond St, San Francisco, CA 94114",(415) 655-9197
The Buena Vista,4.1,3186,"['Bars', 'Cafes', 'Breakfast & Brunch']",2.0,"2765 Hyde St, San Francisco, CA 94109",(415) 474-5044
Cotogna,4.1,2019,['Italian'],3.0,"490 Pacific Ave, San Francisco, CA 94133",(415) 775-8508
Ken,4.9,87,"['Japanese', 'Sushi Bars']",4.0,"252 Divisadero St, San Francisco, CA 94117",(628) 867-7113
Prik Hom,4.5,84,"['Thai', 'Asian Fusion']",2.0,"3226 Geary Blvd, San Francisco, CA 94118",(415) 689-0652
Heroic Italian,4.5,114,"['Italian', 'Sandwiches', 'Wine Bars']",2.0,"572 Castro St, Swirl on Castro Wine Bar, San Francisco, CA 94114",(650) 224-5999
3rd Cousin,4.1,474,['New American'],4.0,"919 Cortland Ave, San Francisco, CA 94110",(415) 814-3709
Dynasty Dumpling ,4.7,132,"['Dim Sum', 'Noodles']",2.0,"2786 California St, San Francisco, CA 94115",(415) 921-0188
Rooftop 25,3.8,276,"['Cocktail Bars', 'American']",2.0,"25 Lusk St, San Francisco, CA 94107",(415) 495-5875
Mama Mu's Bistro,4.5,66,['Thai'],2.0,"1316 Noriega St, San Francisco, CA 94122",(415) 753-9906
The Korner Store Bites & Vibes,4.7,61,"['Korean', 'Bars']",2.0,"4516 Mission St, San Francisco, CA 94112",(415) 859-7111
Queen's Louisiana Po-Boy Cafe,3.7,734,"['Cajun/Creole', 'Southern', 'Seafood']",2.0,"33 The Embarcadero, Ste 100, San Francisco, CA 94133",(415) 397-1507
Garibaldis,4.0,595,['New American'],3.0,"347 Presidio Ave, San Francisco, CA 94115",(415) 563-8841
Komeya No Bento,4.7,190,"['Japanese', 'Coffee & Tea']",2.0,"3137 Laguna St, San Francisco, CA 94123",(415) 795-1065
Sonamu Korean Restaurant,4.5,77,['Korean'],2.0,"5716 Geary Blvd, San Francisco, CA 94121",(415) 578-6808
Wasabi Bistro,3.8,670,"['Sushi Bars', 'Japanese']",2.0,"524 Castro St, San Francisco, CA 94114",(415) 701-0082
Lime Tree Southeast Asian Kitchen,4.0,1575,"['Malaysian', 'Indonesian', 'Noodles']",2.0,"450 Irving St, San Francisco, CA 94122",(415) 665-1415
Lupa Trattoria,4.1,731,['Italian'],2.0,"4109 24th St, San Francisco, CA 94114",(415) 282-5872
Base Camp,4.5,318,['Himalayan/Nepalese'],2.0,"2400 Folsom St, San Francisco, CA 94110",(415) 654-5349
Joodang,4.5,71,"['Bars', 'Korean', 'Japanese']",2.0,"250 Hyde St, San Francisco, CA 94102",(415) 400-6010
Hazie's,4.2,196,"['Cocktail Bars', 'New American', 'Breakfast & Brunch']",2.0,"501 Hayes St, San Francisco, CA 94102",(415) 678-5156
Bella Trattoria,4.3,1919,"['Italian', 'Bars', 'Pasta Shops']",2.0,"3854 Geary Blvd, San Francisco, CA 94118",(415) 221-0305
Souvla,4.1,1766,"['Greek', 'Mediterranean']",2.0,"517 Hayes St, San Francisco, CA 94102",(415) 570-6500
Mezze and Mooore,4.7,203,"['Mediterranean', 'Lebanese']",2.0,"198 Guerrero St, San Francisco, CA 94103",(415) 654-5089
Yuji,4.8,57,['Japanese'],2.0,"1700 post st, Unit K, San Francisco, CA 94115",(415) 658-7128
Azalina's,4.6,68,"['Malaysian', 'Halal']",2.0,"499 Ellis St, San Francisco, CA 94102",(415) 205-9284
Gozu,4.3,135,"['Japanese', 'Bars', 'Seafood']",4.0,"201 Spear St, Ste 120, San Francisco, CA 94105",(415) 523-9745
L’Ardoise Bistro,4.5,1424,"['French', 'Wine Bars', 'Desserts']",4.0,"151 Noe St, San Francisco, CA 94114",(415) 437-2600
New Burma,4.5,123,"['Burmese', 'Vegetarian']",2.0,"659 Townsend St, San Francisco, CA 94107",(415) 552-4782
The Italian Homemade Company,4.3,1957,"['Italian', 'Pasta Shops', 'International Grocery']",2.0,"716 Columbus Ave, San Francisco, CA 94133",(415) 712-8874
Causwells,4.2,1054,"['New American', 'Burgers', 'Breakfast & Brunch']",2.0,"2346 Chestnut St, San Francisco, CA 94123",(415) 447-6081
Sunset Cantina,4.4,403,"['Cocktail Bars', 'Mexican']",2.0,"3414 Judah St, San Francisco, CA 94122",(415) 571-8874
Itria,4.4,331,['Italian'],2.0,"3266 24th St, San Francisco, CA 94110",(415) 874-9821
Besharam,3.8,508,"['Indian', 'Vegetarian']",3.0,"1275 Minnesota St, San Francisco, CA 94107",(415) 580-7662
High Horse,4.5,61,"['New American', 'Cocktail Bars']",2.0,"582 Washington St, San Francisco, CA 94111",(415) 981-1500
Yakiniku Shodai,4.7,86,"['Japanese', 'Barbeque']",4.0,"1420 Market St, San Francisco, CA 94102",(415) 757-0201
Flour + Water Pizzeria,4.1,169,"['Pizza', 'Desserts', 'Salad']",2.0,"532 Columbus Ave, San Francisco, CA 94133",(415) 529-1617
Hardwood Bar & Smokery,4.2,199,"['Sports Bars', 'Barbeque', 'American']",2.0,"680 8th St, Ste 170, San Francisco, CA 94103",(415) 796-2437
"Bon, Nene",4.2,414,"['Japanese', 'Asian Fusion']",2.0,"2850 21st St, San Francisco, CA 94110",(415) 872-9332
Che Fico Alimentari,4.0,194,['Italian'],3.0,"834 Divisadero St, San Francisco, CA 94117",(415) 416-6980
Poesia,4.0,908,"['Italian', 'Bars']",3.0,"4072 18th St, San Francisco, CA 94114",(415) 252-9325
Taksim,4.4,172,"['Mediterranean', 'Wine Bars', 'Venues & Event Spaces']",2.0,"564 4th St, San Francisco, CA 94107",(415) 757-0989
Belle Cora,4.4,133,"['Wine Bars', 'New American', 'Music Venues']",2.0,"565 Green St, San Francisco, CA 94133",(415) 872-5451
Brazen Head,4.1,885,"['Steakhouses', 'Gastropubs', 'American']",3.0,"3166 Buchanan St, San Francisco, CA 94123",(415) 921-7600
PLS on Post,4.5,36,"['American', 'Bars', 'Burgers']",2.0,"545 Post St, San Francisco, CA 94102",(415) 447-6975
Wildseed,4.4,1533,"['Vegan', 'Cocktail Bars']",2.0,"2000 Union St, San Francisco, CA 94123",(415) 872-7350
Saucy Asian,4.3,456,"['Korean', 'Asian Fusion', 'Pan Asian']",2.0,"3801 17th St, San Francisco, CA 94114",(415) 834-5555
Om Sabor,4.5,114,"['Pop-Up Restaurants', 'Vegan']",2.0,"370 Grove St, Phonobar, San Francisco, CA 94102",(831) 291-3773
Cocina Mamá Cholita,4.9,163,"['Mexican', 'Breakfast & Brunch']",2.0,"3471 Mission St, San Francisco, CA 94110",(415) 874-9720
Dumpling Kitchen,4.3,125,"['Dim Sum', 'Noodles']",2.0,"544 Castro St, San Francisco, CA 94114",(415) 874-9882
Chez Maman West,4.1,1583,"['French', 'Burgers']",2.0,"401 Gough St, San Francisco, CA 94102",(415) 355-9067
Kaiju Eats Ramen and Izakaya,4.0,953,"['Ramen', 'Izakaya', 'Desserts']",2.0,"3409 Geary Blvd, San Francisco, CA 94118",(415) 742-4309
Shelby's Rooftop Lounge,4.1,184,"['Lounges', 'New American']",3.0,"250 4th St, San Francisco, CA 94103",(650) 302-5079
Tastebuds,4.2,282,"['Cafes', 'Soul Food', 'Breakfast & Brunch']",2.0,"600 5th Ave, San Francisco, CA 94118",(415) 668-9298
MaMa Ji's,3.8,898,"['Dim Sum', 'Szechuan']",2.0,"4416 18th St, San Francisco, CA 94114",(415) 626-4416
Bento Peak,4.5,90,['Japanese'],2.0,"4724 Geary Blvd, San Francisco, CA 94118",(415) 592-8069
Al Carajo,4.9,176,['Mexican'],2.0,"3224 1/2 22nd St, San Francisco, CA 94110",(415) 400-4146
Ganji,4.7,46,['Japanese'],2.0,"1740 Buchanan St, San Francisco, CA 94115",(415) 413-0717
Vive La Tarte,4.3,144,"['Bakeries', 'Breakfast & Brunch', 'Cafes']",2.0,"4026 24th St, San Francisco, CA 94114",(415) 780-5818
Aphotic,4.4,290,"['Cocktail Bars', 'Seafood']",4.0,"816 Folsom St, San Francisco, CA 94107",(415) 865-0529
Lime Tree Southeast Asian Kitchen,4.3,430,"['Malaysian', 'Indonesian', 'Noodles']",2.0,"836 Clement St, San Francisco, CA 94118",(415) 831-8811
Casa Borinquena,4.8,12,"['Puerto Rican', 'Vegan']",2.0,"945 Market St, San Francisco, CA 94103",(415) 779-5901
Emmita's Cafe,4.7,56,['Cafes'],2.0,"1635 Divisadero St, San Francisco, CA 94115",(628) 223-0386
Chez Maman East,4.4,2436,"['French', 'Burgers', 'Creperies']",2.0,"1401 18th St, San Francisco, CA 94107",(415) 655-9542
Blue Whale Restaurant & Lounge,4.2,133,"['Chinese', 'Lounges', 'Pan Asian']",2.0,"2033 Union St, San Francisco, CA 94123",(415) 592-6009
Limoncello,4.8,1739,"['Sandwiches', 'Delis', 'Beer, Wine & Spirits']",2.0,"1400 Sutter St, San Francisco, CA 94109",(415) 638-6361
La Connessa,4.4,121,"['Cocktail Bars', 'Italian', 'Desserts']",3.0,"1695 Mariposa St, San Francisco, CA 94107",(628) 221-0123
Gyu-Kaku Japanese BBQ,3.8,293,"['Japanese', 'Asian Fusion', 'Barbeque']",3.0,"855 Howard St, San Francisco, CA 94103",(415) 757-0905
Camino Alto,4.6,197,"['New American', 'Wine Bars', 'Breakfast & Brunch']",3.0,"1715 Union St, San Francisco, CA 94123",(415) 441-2111
The Patio,4.6,169,"['Wine Bars', 'New American', 'Venues & Event Spaces']",2.0,"3232 Scott St, San Francisco, CA 94123",(415) 580-7080
Piccino Restaurant,4.0,1571,"['Italian', 'Coffee & Tea', 'Cocktail Bars']",3.0,"1001 Minnesota St, San Francisco, CA 94107",(415) 824-4224
La Ciccia,4.4,1241,"['Seafood', 'Sardinian']",3.0,"291 30th St, San Francisco, CA 94131",(415) 550-8114
Scoma's Restaurant,4.1,4601,"['Seafood', 'Bars']",3.0,"1965 Al Scoma Way, San Francisco, CA 94133",(415) 771-4383
Lost Resort,4.5,207,"['American', 'Cocktail Bars', 'Breakfast & Brunch']",2.0,"2736 20th St, San Francisco, CA 94110",(415) 237-0770
Udon Mugizo,4.1,1791,"['Japanese', 'Noodles']",2.0,"1581 Webster St, Ste 217, San Francisco, CA 94115",(415) 931-3118
STK San Francisco,4.2,1947,"['Venues & Event Spaces', 'Steakhouses']",2.0,"1 Market St, Ste M3, San Francisco, CA 94105",(415) 375-8094
XICA,4.3,112,"['Mexican', 'Gluten-Free']",2.0,"1265 Battery St, San Francisco, CA 94111",(415) 829-3914
InoVino,4.4,219,"['Italian', 'Wine Bars']",2.0,"108B Carl St, San Francisco, CA 94117",(415) 681-3770
Penny Roma,3.9,343,"['Italian', 'Venues & Event Spaces']",2.0,"3000 20th St, San Francisco, CA 94110",(415) 826-7004
Mr. Hen Noodles House,4.1,62,"['Chicken Shop', 'Noodles', 'Soup']",2.0,"4039 18th St, San Francisco, CA 94114",(415) 982-9598
The Alembic,4.0,1696,"['New American', 'Cocktail Bars']",2.0,"1725 Haight St, San Francisco, CA 94117",(415) 666-0822
Marlowe,4.0,2848,"['Diners', 'Breakfast & Brunch', 'Cocktail Bars']",3.0,"500 Brannan St, San Francisco, CA 94107",(415) 777-1413
Go Duck Yourself,4.2,25,"['Barbeque', 'Cantonese']",2.0,"439 Cortland Ave, San Francisco, CA 94110",(415) 963-1222
Pampanguena Cuisine,4.3,433,['Filipino'],2.0,"4441 Mission St, San Francisco, CA 94112",(415) 586-8899
Han Il Kwan,4.1,1980,"['Korean', 'Barbeque']",2.0,"1802 Balboa St, San Francisco, CA 94121",(415) 752-4447
Kin Khao,3.9,2485,['Thai'],3.0,"55 Cyril Magnin St, San Francisco, CA 94102",(415) 362-7456
Cafe de Casa,4.6,202,"['Brazilian', 'Coffee & Tea']",2.0,"3985 17th St, San Francisco, CA 94114",(415) 829-7915
Mersea Restaurant & Bar,4.6,1239,"['American', 'Bars']",2.0,"699 Ave Of The Palms, San Francisco, CA 94130",(415) 999-9836
Betty Lou's Seafood and Grill,4.5,1074,"['Seafood', 'Steakhouses', 'Bars']",2.0,"318 Columbus Ave, San Francisco, CA 94133",(415) 757-0569
Prubechu,4.4,645,"['Guamanian', 'Barbeque', 'Breakfast & Brunch']",2.0,"2224 Mission St, San Francisco, CA 94110",(415) 853-0671
Anh Hong,4.5,86,"['Vietnamese', 'Asian Fusion']",2.0,"3123 Clement St, San Francisco, CA 94121",(415) 885-5180
Perilla,4.1,1603,['Vietnamese'],2.0,"836 Irving St, San Francisco, CA 94122",(415) 564-9980
PoBoys Kitchen,4.6,254,"['Southern', 'American', 'Cajun/Creole']",2.0,"317 Connecticut St, San Francisco, CA 94107",(415) 525-4088
Inle Burmese Cuisine,4.1,247,"['Burmese', 'Noodles', 'Thai']",2.0,"822 Irving St, San Francisco, CA 94122",(415) 374-7378
Outer Orbit,4.3,205,"['Hawaiian', 'Asian Fusion', 'Beer Bar']",2.0,"3215 Mission St, San Francisco, CA 94110",(415) 574-6166
Manitas Cafe,4.5,197,"['Salvadoran', 'Breakfast & Brunch', 'Cafes']",2.0,"2078 Hayes St, San Francisco, CA 94117",(415) 213-5566
Bubu,4.4,47,['Sushi Bars'],2.0,"2417 California St, San Francisco, CA 94115",(415) 796-3376
Barcha,4.1,799,"['Mediterranean', 'Tapas/Small Plates', 'Cocktail Bars']",3.0,"28 Fremont St, San Francisco, CA 94105",(415) 757-0781
Billingsgate,4.5,90,"['Seafood', 'Bars', 'Seafood Markets']",2.0,"3859 24th St, San Francisco, CA 94114",(415) 590-3001
San Francisco Magic Theater At The Marrakech,4.9,1453,"['Comedy Clubs', 'Magicians', 'Dinner Theater']",2.0,"419 O'Farrell St, San Francisco, CA 94102",(415) 794-6893
Pizzeria Delfina - Pacific Heights,3.9,1575,"['Pizza', 'Italian']",2.0,"2406 California St, San Francisco, CA 94115",(415) 440-1189
Yuanbao Jiaozi - San Francisco ,4.3,662,"['Chinese', 'Noodles']",2.0,"2110 Irving St, San Francisco, CA 94122",(415) 702-6506
Outerlands,3.8,2490,"['New American', 'Breakfast & Brunch', 'Cocktail Bars']",2.0,"4001 Judah St, San Francisco, CA 94122",(415) 661-6140
Nob Hill Cafe,4.0,1542,"['Italian', 'Pizza']",2.0,"1152 Taylor St, San Francisco, CA 94108",(415) 776-6500
Thai Nghiep Ky Mi Gia,4.4,631,"['Vietnamese', 'Chinese', 'Noodles']",2.0,"1427 Noriega St, San Francisco, CA 94122",(415) 682-8528
Parker Potrero,4.4,286,['New American'],2.0,"1399 18th St, San Francisco, CA 94107",(415) 413-4355
Mokuku,4.2,430,"['Hot Pot', 'Bars', 'Japanese']",3.0,"332 Clement St, San Francisco, CA 94103",(415) 702-6128
Chao Pescao,4.4,272,"['Caribbean', 'Sandwiches', 'Salad']",2.0,"272 McAllister St, San Francisco, CA 94102",(415) 621-2200
Barberio Osteria,4.7,53,"['Italian', 'Wine Bars', 'Seafood']",2.0,"557 Valencia St, San Francisco, CA 94110",(415) 874-9583
7 Adams,4.3,91,"['American', 'Wine Bars']",4.0,"1963 Sutter St, San Francisco, CA 94115",(415) 655-9154
The Melt,4.4,523,"['Burgers', 'Sandwiches', 'American']",2.0,"455 Market St, Ste 140, San Francisco, CA 94105",(415) 287-9819
Del Popolo,4.0,671,['Pizza'],2.0,"855 Bush St, San Francisco, CA 94108",(415) 589-7940
Se7enbuds Restaurant,4.8,29,"['Persian/Iranian', 'Afghan', 'Middle Eastern']",2.0,"1426 Polk St, San Francisco, CA 94109",(628) 221-1295
Cultivar,4.3,251,"['New American', 'Wine Tasting Room', 'Venues & Event Spaces']",2.0,"2379 Chestnut St, San Francisco, CA 94123",(415) 962-4200
Nojo Ramen Tavern,4.2,1265,"['Ramen', 'Izakaya']",2.0,"231 Franklin St, San Francisco, CA 94102",(415) 896-4587
Fare Play,5.0,7,"['Pop-Up Restaurants', 'Venues & Event Spaces']",2.0,"167 11th St, San Francisco, CA 94103",(415) 510-1231
Loló,4.2,2498,"['Mexican', 'Tapas/Small Plates']",2.0,"974 Valencia St, San Francisco, CA 94110",(415) 643-5656
Bellota,4.1,802,"['Spanish', 'Seafood', 'Tapas Bars']",3.0,"888 Brannan St, San Francisco, CA 94103",(415) 430-6580
Odumak,3.9,250,"['Chicken Wings', 'Korean']",2.0,"733 Taraval St, San Francisco, CA 94116",(415) 564-6400
Boichik Bagels,3.9,36,"['Bagels', 'Sandwiches']",2.0,"3665 Sacramento St, San Francisco, CA 94118",(628) 967-7485
The Italian Homemade Company,3.7,364,"['Italian', 'Desserts', 'Pasta Shops']",2.0,"1 Franklin St, San Francisco, CA 94102",(415) 757-0877
Barrel Head Brewhouse,3.9,604,"['Breweries', 'American', 'Venues & Event Spaces']",2.0,"1785 Fulton St, San Francisco, CA 94117",(415) 416-6989
Casaro Osteria,4.4,223,"['Pizza', 'Cocktail Bars']",2.0,"2136 Union St, San Francisco, CA 94123",(415) 374-7788
The Melt,4.0,831,"['Burgers', 'Sandwiches', 'American']",2.0,"925 Market St, San Francisco, CA 94103",(415) 689-5879
Banh Mi Crunch,4.8,180,"['Sandwiches', 'Vietnamese', 'Coffee & Tea']",2.0,"646 Irving St, San Francisco, CA 94122",(628) 256-3711
14 Peaks Nepalese Cuisine,4.8,50,['Himalayan/Nepalese'],2.0,"2848 23rd St, San Francisco, CA 94110",(415) 796-3640
Noosh,3.4,665,"['Mediterranean', 'Sandwiches', 'Cocktail Bars']",2.0,"2001 Fillmore St, San Francisco, CA 94115",(415) 231-5985
Lapisara Eatery,4.6,1624,"['Breakfast & Brunch', 'Burgers', 'Thai']",2.0,"698 Post St, San Francisco, CA 94109",(415) 655-3556
Noe Indian Cuisine,4.7,111,"['Indian', 'Himalayan/Nepalese']",2.0,"4166 24th St, San Francisco, CA 94114",(415) 648-4416
HOT JOHNNIE’S SMOKEHOUSE,4.7,471,"['Sandwiches', 'Barbeque', 'Venues & Event Spaces']",2.0,"4077 18th St, San Francisco, CA 94114",(415) 624-3171
Barista,4.9,29,['Cafes'],2.0,"3313 Sacramento St, San Francisco, CA 94118",(415) 875-9270
Picnix Bistro,4.3,137,"['Vietnamese', 'Sandwiches', 'Coffee & Tea']",1.0,"3872 Sacramento St, San Francisco, CA 94118",(415) 751-2255
Bar Gemini,4.3,14,"['Wine Bars', 'Seafood', 'Beer Bar']",2.0,"2845 18th St, San Francisco, CA 94110",(415) 940-9808
Taishoken San Francisco,4.5,377,"['Ramen', 'Noodles', 'Soup']",2.0,"665 Valencia St, San Francisco, CA 94110",(415) 400-5336
Beretta Valencia,4.0,4196,"['Italian', 'Pizza', 'Breakfast & Brunch']",2.0,"1199 Valencia St, San Francisco, CA 94110",(415) 695-1199
The Codmother Fish & Chips,4.4,3355,"['British', 'Fish & Chips', 'Seafood']",2.0,"496 Bch St, San Francisco, CA 94133",(415) 606-9349
Grace at SFMOMA,4.5,45,['French'],2.0,"151 Third St, San Francisco, CA 94103",(415) 590-2113
Corzetti,4.3,163,"['Wine Bars', 'Italian', 'Cocktail Bars']",3.0,"398 Geary St, San Francisco, CA 94102",(415) 314-5288
LaLe,4.2,656,"['Breakfast & Brunch', 'Mediterranean', 'Tapas/Small Plates']",2.0,"731 Irving St, San Francisco, CA 94122",(415) 566-8814
Après Vous,4.8,20,"['Specialty Food', 'Italian', 'French']",2.0,"345 Taraval St, San Francisco, CA 94116",(415) 943-9960
Chotto Matte,3.6,370,"['Sushi Bars', 'Seafood', 'Cocktail Bars']",4.0,"50 O'Farrell St, San Francisco, CA 94108",(415) 234-5650
Hulu Wa China Bistro,4.7,28,"['Chinese', 'Noodles']",2.0,"3970 17th St, San Francisco, CA 94114",(415) 658-7877
International Smoke San Francisco,3.9,2198,"['Barbeque', 'Seafood', 'Steakhouses']",3.0,"301 Mission St, San Francisco, CA 94105",(415) 660-2656
Matsuyama Shabu House,3.9,87,"['Hot Pot', 'Japanese', 'Seafood']",2.0,"1726 Buchanan St, San Francisco, CA 94115",(415) 658-7656
Seafood Station,4.5,149,"['Seafood', 'Cajun/Creole', 'New American']",2.0,"803 Cortland Ave, San Francisco, CA 94110",(415) 655-3245
Norcina,4.3,297,"['Italian', 'Pasta Shops', 'Pizza']",3.0,"3251 Pierce St, San Francisco, CA 94123",(415) 654-2542
Taco Boys,4.1,172,"['Tacos', 'Vegan']",2.0,"2312 Market St, San Francisco, CA 94114",(415) 829-3609
Gusto Pinsa Romana,4.7,571,"['Pizza', 'Italian', 'Salad']",2.0,"1000 Bush St, San Francisco, CA 94109",(415) 839-5378
Shokudou,4.6,117,"['Izakaya', 'Sushi Bars']",2.0,"1000 Cortland Ave, San Francisco, CA 94110",(415) 800-6883
Mangrove Kitchen,4.0,412,"['Thai', 'Ramen']",2.0,"312 Divisadero St, San Francisco, CA 94117",(415) 552-6881
Fiorella -Clement,4.1,622,"['Italian', 'Pizza', 'Wine Bars']",3.0,"2339 Clement St, San Francisco, CA 94121",(415) 340-3049
jū-ni,4.6,519,"['Japanese', 'Sushi Bars']",4.0,"1335 Fulton St, Ste 101, San Francisco, CA 94117",(415) 655-9924
El Lopo,4.5,142,"['Spanish', 'Tapas Bars', 'Wine Bars']",3.0,"1327 Polk St, San Francisco, CA 94109",(415) 237-3072
Spruce,4.1,2277,['American'],4.0,"3640 Sacramento St, San Francisco, CA 94118",(415) 931-5100
Big Fish House,4.5,96,"['Sushi Bars', 'Japanese', 'Cocktail Bars']",2.0,"2109 Clement St, San Francisco, CA 94121",(415) 933-9388
Hog Island Oyster,4.4,7158,"['Seafood', 'Seafood Markets', 'Cocktail Bars']",2.0,"1 Ferry Bldg, Shop 11, San Francisco, CA 94111",(415) 391-7117
Waterfall,4.7,125,"['Seafood', 'Latin American']",2.0,"1000 Potrero St, San Francisco, CA 94110",(415) 658-7134
Arepas En Bici,4.7,48,"['Venezuelan', 'Personal Chefs', 'Pop-up Shops']",2.0,"San Francisco, CA 94109",(415) 660-0303
Violet's,3.8,285,"['Cocktail Bars', 'American']",2.0,"2301 Clement St, San Francisco, CA 94121",(415) 682-4861
Sacred Taco,4.2,371,"['Tacos', 'Cocktail Bars']",2.0,"1875 Union St, San Francisco, CA 94123",(415) 653-8981
Papito Hayes,4.1,1062,['Mexican'],2.0,"425 Hayes St, Ste A, San Francisco, CA 94102",(415) 554-0541
La Mar Cocina Peruana,3.9,4584,"['Latin American', 'Seafood', 'Peruvian']",3.0,"Pier 1 1/2 The Embarcadero, Ste 100, San Francisco, CA 94111",(415) 397-8880
Taishan Cuisine,4.0,138,"['Noodles', 'Hot Pot', 'Cantonese']",2.0,"781 Broadway, San Francisco, CA 94133",(415) 788-2288
The View Lounge,4.1,1984,"['Lounges', 'Cocktail Bars', 'Tapas/Small Plates']",2.0,"780 Mission St, San Francisco, CA 94103",(415) 896-1600
Vixi,4.0,271,"['Italian', 'Pasta Shops', 'Pizza']",2.0,"3611 California St, San Francisco, CA 94118",(415) 842-4921
Nara,4.5,568,"['Japanese', 'Sushi Bars', 'Bars']",2.0,"1515 Polk St, San Francisco, CA 94109",(415) 567-1515
Hed 11,4.5,8,"['Thai', 'Breakfast & Brunch', 'Wine Tasting Room']",2.0,"1800 Sutter St, San Francisco, CA 94115",(415) 849-6809
Sushi Goemon,4.4,380,"['Japanese', 'Sushi Bars']",2.0,"1524 Irving St, San Francisco, CA 94122",(415) 742-5137
Cholita Linda,4.4,193,"['Latin American', 'Sandwiches', 'Tacos']",2.0,"1 Ferry Building, Ste 44, San Francisco, CA 94111",(415) 565-7424
Ungrafted,4.3,188,"['New American', 'Wine Tasting Classes', 'Wine Bars']",3.0,"2419 3rd St, San Francisco, CA 94107",(415) 814-2129
Chapeau,4.3,2909,['French'],3.0,"126 Clement St, San Francisco, CA 94118",(415) 750-9787
Cordon Bleu,4.3,1189,"['Vietnamese', 'Kebab', 'Fast Food']",2.0,"1574 California St, San Francisco, CA 94109",(415) 673-5637
Sunset Indian Cuisine,4.5,17,"['Himalayan/Nepalese', 'Indian', 'Vegan']",2.0,"642 Irving St, San Francisco, CA 94158",(415) 664-7225
Ap’s Cafe,4.9,44,"['Cafes', 'Empanadas']",2.0,"4108 24th St, San Francisco, CA 94114",(415) 642-1316
