name,rating,review_count,price,categories,address,latitude,longitude,phone,url
Xiao Yus Kitchen,4.4,51,,"['Japanese Curry', 'Ramen']","560 Balboa St, San Francisco, CA 94118",37.777398319730224,-122.4648357,(415) 742-4392,https://www.yelp.com/biz/xiao-yus-kitchen-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Gumbo Social,4.7,100,$$,"['Soul Food', 'Sandwiches']","5176 3rd St, San Francisco, CA 94124",37.73115,-122.392291,(415) 655-9195,https://www.yelp.com/biz/gumbo-social-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Birba,4.4,193,$$,"['Wine Bars', 'New American']","458 Grove St, San Francisco, CA 94102",37.77787,-122.42421,(415) 549-7612,https://www.yelp.com/biz/birba-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hillstone,4.0,2514,$$$,"['New American', 'Wine Bars']","1800 Montgomery St, San Francisco, CA 94111",37.805712595582,-122.405280545354,(415) 392-9280,https://www.yelp.com/biz/hillstone-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Breadbelly,4.5,591,$$,"['Bakeries', 'Cafes', 'Breakfast & Brunch']","1408 Clement St, San Francisco, CA 94118",37.78275,-122.47439,(415) 349-0969,https://www.yelp.com/biz/breadbelly-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Paprika,4.4,449,$$,"['Czech', 'German', 'Hungarian']","3324 24th St, San Francisco, CA 94110",37.752362,-122.419099,(415) 375-1477,https://www.yelp.com/biz/paprika-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Richmond,4.5,769,$$$,['New American'],"615 Balboa St, San Francisco, CA 94118",37.77702,-122.46534,(415) 379-8988,https://www.yelp.com/biz/the-richmond-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Mamahuhu,4.0,435,$$,['Chinese'],"517 Clement St, San Francisco, CA 94118",37.78267,-122.46493,(415) 742-4958,https://www.yelp.com/biz/mamahuhu-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
DragonEats,4.4,327,$$,['Vietnamese'],"1671 Haight St, San Francisco, CA 94117",37.769497,-122.450111,(415) 522-6689,https://www.yelp.com/biz/dragoneats-san-francisco-7?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Willkommen,4.1,260,$$,"['German', 'Breweries', 'Gluten-Free']","2198 Market St, San Francisco, CA 94114",37.7662780850621,-122.430849708617,(415) 766-9225,https://www.yelp.com/biz/willkommen-san-francisco-8?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dumpling Baby China Bistro,4.3,213,,"['Chinese', 'Asian Fusion', 'Noodles']","3751 Geary Blvd, San Francisco, CA 94118",37.781031,-122.459886,(415) 592-8232,https://www.yelp.com/biz/dumpling-baby-china-bistro-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sisterita,4.6,504,$$,"['Breakfast & Brunch', 'New American', 'Thai']","669 Commercial St, San Francisco, CA 94111",37.793966,-122.404206,(415) 649-1919,https://www.yelp.com/biz/sisterita-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Souvla,4.2,594,$$,"['Mediterranean', 'Greek']","531 Divisadero St, San Francisco, CA 94117",37.7744799,-122.43802,(415) 840-1500,https://www.yelp.com/biz/souvla-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
a Mano,4.1,1683,$$$,"['Italian', 'Cocktail Bars', 'Pizza']","450 Hayes St, San Francisco, CA 94102",37.776963880538,-122.423868469312,(415) 506-7401,https://www.yelp.com/biz/a-mano-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ragazza,4.1,780,$$,"['Italian', 'Pizza']","311 Divisadero St, San Francisco, CA 94117",37.772476,-122.437473,(415) 255-1133,https://www.yelp.com/biz/ragazza-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
ABACÁ,4.0,625,$$$,['Filipino'],"2700 Jones St, San Francisco, CA 94133",37.80673720176911,-122.41693737401872,(415) 486-0788,https://www.yelp.com/biz/abac%C3%A1-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sorrel ,4.1,357,$$$$,"['New American', 'Italian']","3228 Sacramento St, San Francisco, CA 94115",37.7884289278273,-122.44617240218504,(415) 525-3765,https://www.yelp.com/biz/sorrel-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Lolinda,4.2,2420,$$$,"['Steakhouses', 'Tapas/Small Plates', 'Latin American']","2518 Mission St, San Francisco, CA 94110",37.756697272864145,-122.4190795,(415) 550-6970,https://www.yelp.com/biz/lolinda-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kitchen Istanbul,4.4,543,$$$,"['Greek', 'Turkish', 'Mediterranean']","349 Clement St, San Francisco, CA 94118",37.782849,-122.46321,(415) 753-9479,https://www.yelp.com/biz/kitchen-istanbul-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Eats,3.9,1347,$$,"['American', 'Breakfast & Brunch']","50 Clement St, San Francisco, CA 94118",37.7832999,-122.45988,(415) 751-8000,https://www.yelp.com/biz/eats-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Flores San Francisco,4.1,1079,$$,"['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']","2030 Union St, San Francisco, CA 94123",37.7976161048577,-122.432580590249,(415) 796-2926,https://www.yelp.com/biz/flores-san-francisco-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ofena,4.5,105,,"['Italian', 'Bars']","2529 Ocean Ave, San Francisco, CA 94132",37.731264,-122.472851,(415) 347-7272,https://www.yelp.com/biz/ofena-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Radhaus,4.2,652,$$$,"['German', 'Gastropubs', 'Breakfast & Brunch']","2 Marina Blvd, Bldg A, San Francisco, CA 94123",37.806758,-122.431458,(415) 445-4556,https://www.yelp.com/biz/radhaus-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Collina,4.7,47,,"['Italian', 'Desserts']","1550 Hyde St, San Francisco, CA 94109",37.79531564743986,-122.41816075441048,(415) 775-1542,https://www.yelp.com/biz/collina-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dash Japanese Tapas & Sushi,4.5,49,,"['Sushi Bars', 'Japanese', 'Tapas Bars']","737 Diamond St, San Francisco, CA 94114",37.75153071507041,-122.4361737,(415) 655-9197,https://www.yelp.com/biz/dash-japanese-tapas-and-sushi-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Buena Vista,4.1,3186,$$,"['Bars', 'Cafes', 'Breakfast & Brunch']","2765 Hyde St, San Francisco, CA 94109",37.80656252938168,-122.42068600840392,(415) 474-5044,https://www.yelp.com/biz/the-buena-vista-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Cotogna,4.1,2019,$$$,['Italian'],"490 Pacific Ave, San Francisco, CA 94133",37.7975,-122.40336,(415) 775-8508,https://www.yelp.com/biz/cotogna-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ken,4.9,87,$$$$,"['Japanese', 'Sushi Bars']","252 Divisadero St, San Francisco, CA 94117",37.771418,-122.436954,(628) 867-7113,https://www.yelp.com/biz/ken-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Prik Hom,4.5,84,,"['Thai', 'Asian Fusion']","3226 Geary Blvd, San Francisco, CA 94118",37.781871,-122.453763,(415) 689-0652,https://www.yelp.com/biz/prik-hom-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Heroic Italian,4.5,114,,"['Italian', 'Sandwiches', 'Wine Bars']","572 Castro St, Swirl on Castro Wine Bar, San Francisco, CA 94114",37.75977017244578,-122.43513274110454,(650) 224-5999,https://www.yelp.com/biz/heroic-italian-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
3rd Cousin,4.1,474,$$$$,['New American'],"919 Cortland Ave, San Francisco, CA 94110",37.73907,-122.41366,(415) 814-3709,https://www.yelp.com/biz/3rd-cousin-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dynasty Dumpling ,4.7,132,$$,"['Dim Sum', 'Noodles']","2786 California St, San Francisco, CA 94115",37.788291,-122.440186,(415) 921-0188,https://www.yelp.com/biz/dynasty-dumpling-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Rooftop 25,3.8,276,$$,"['Cocktail Bars', 'American']","25 Lusk St, San Francisco, CA 94107",37.77851,-122.39432,(415) 495-5875,https://www.yelp.com/biz/rooftop-25-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Mama Mu's Bistro,4.5,66,$$,['Thai'],"1316 Noriega St, San Francisco, CA 94122",37.75432320802412,-122.4779481,(415) 753-9906,https://www.yelp.com/biz/mama-mus-bistro-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Korner Store Bites & Vibes,4.7,61,$$,"['Korean', 'Bars']","4516 Mission St, San Francisco, CA 94112",37.725676,-122.434397,(415) 859-7111,https://www.yelp.com/biz/the-korner-store-bites-and-vibes-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Queen's Louisiana Po-Boy Cafe,3.7,734,$$,"['Cajun/Creole', 'Southern', 'Seafood']","33 The Embarcadero, Ste 100, San Francisco, CA 94133",37.806957,-122.40576,(415) 397-1507,https://www.yelp.com/biz/queens-louisiana-po-boy-cafe-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Garibaldis,4.0,595,$$$,['New American'],"347 Presidio Ave, San Francisco, CA 94115",37.7883799,-122.44729,(415) 563-8841,https://www.yelp.com/biz/garibaldis-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Komeya No Bento,4.7,190,$$,"['Japanese', 'Coffee & Tea']","3137 Laguna St, San Francisco, CA 94123",37.80007,-122.43134,(415) 795-1065,https://www.yelp.com/biz/komeya-no-bento-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sonamu Korean Restaurant,4.5,77,$$,['Korean'],"5716 Geary Blvd, San Francisco, CA 94121",37.78058,-122.480882,(415) 578-6808,https://www.yelp.com/biz/sonamu-korean-restaurant-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Wasabi Bistro,3.8,670,$$,"['Sushi Bars', 'Japanese']","524 Castro St, San Francisco, CA 94114",37.7604103,-122.4351501,(415) 701-0082,https://www.yelp.com/biz/wasabi-bistro-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Lime Tree Southeast Asian Kitchen,4.0,1575,$$,"['Malaysian', 'Indonesian', 'Noodles']","450 Irving St, San Francisco, CA 94122",37.764337,-122.462736,(415) 665-1415,https://www.yelp.com/biz/lime-tree-southeast-asian-kitchen-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Lupa Trattoria,4.1,731,$$,['Italian'],"4109 24th St, San Francisco, CA 94114",37.75102,-122.43452,(415) 282-5872,https://www.yelp.com/biz/lupa-trattoria-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Base Camp,4.5,318,$$,['Himalayan/Nepalese'],"2400 Folsom St, San Francisco, CA 94110",37.75873,-122.41502,(415) 654-5349,https://www.yelp.com/biz/base-camp-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Joodang,4.5,71,,"['Bars', 'Korean', 'Japanese']","250 Hyde St, San Francisco, CA 94102",37.78328,-122.41581,(415) 400-6010,https://www.yelp.com/biz/joodang-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hazie's,4.2,196,$$,"['Cocktail Bars', 'New American', 'Breakfast & Brunch']","501 Hayes St, San Francisco, CA 94102",37.776395962201086,-122.42473961513107,(415) 678-5156,https://www.yelp.com/biz/hazies-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Bella Trattoria,4.3,1919,$$,"['Italian', 'Bars', 'Pasta Shops']","3854 Geary Blvd, San Francisco, CA 94118",37.78136,-122.46092107729817,(415) 221-0305,https://www.yelp.com/biz/bella-trattoria-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Souvla,4.1,1766,$$,"['Greek', 'Mediterranean']","517 Hayes St, San Francisco, CA 94102",37.77643,-122.425,(415) 570-6500,https://www.yelp.com/biz/souvla-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Shuggie’s,4.1,274,$$$,"['Pizza', 'Wine Bars']","3349 23rd St, San Francisco, CA 94110",37.7537053939027,-122.41954469193529,,https://www.yelp.com/biz/shuggie-s-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Mezze and Mooore,4.7,203,$$,"['Mediterranean', 'Lebanese']","198 Guerrero St, San Francisco, CA 94103",37.76815246219715,-122.424627,(415) 654-5089,https://www.yelp.com/biz/mezze-and-mooore-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Yuji,4.8,57,,['Japanese'],"1700 post st, Unit K, San Francisco, CA 94115",37.7857557,-122.4301162,(415) 658-7128,https://www.yelp.com/biz/yuji-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Azalina's,4.6,68,,"['Malaysian', 'Halal']","499 Ellis St, San Francisco, CA 94102",37.784521,-122.414147,(415) 205-9284,https://www.yelp.com/biz/azalinas-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Gozu,4.3,135,$$$$,"['Japanese', 'Bars', 'Seafood']","201 Spear St, Ste 120, San Francisco, CA 94105",37.7910664420758,-122.3919835329092,(415) 523-9745,https://www.yelp.com/biz/gozu-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
L’Ardoise Bistro,4.5,1424,$$$$,"['French', 'Wine Bars', 'Desserts']","151 Noe St, San Francisco, CA 94114",37.7665241,-122.4331385,(415) 437-2600,https://www.yelp.com/biz/l-ardoise-bistro-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
New Burma,4.5,123,$$,"['Burmese', 'Vegetarian']","659 Townsend St, San Francisco, CA 94107",37.77039,-122.40269,(415) 552-4782,https://www.yelp.com/biz/new-burma-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Italian Homemade Company,4.3,1957,$$,"['Italian', 'Pasta Shops', 'International Grocery']","716 Columbus Ave, San Francisco, CA 94133",37.801752,-122.411851,(415) 712-8874,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-8?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Causwells,4.2,1054,$$,"['New American', 'Burgers', 'Breakfast & Brunch']","2346 Chestnut St, San Francisco, CA 94123",37.8001342713833,-122.441983893514,(415) 447-6081,https://www.yelp.com/biz/causwells-san-francisco-5?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
GluGlu,4.6,19,,"['Wine Bars', 'Mediterranean', 'Seafood']","7 Warriors Way, Ste 202, San Francisco, CA 94158",37.76871121499592,-122.38746723066588,,https://www.yelp.com/biz/gluglu-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sunset Cantina,4.4,403,$$,"['Cocktail Bars', 'Mexican']","3414 Judah St, San Francisco, CA 94122",37.760967,-122.498823,(415) 571-8874,https://www.yelp.com/biz/sunset-cantina-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Itria,4.4,331,,['Italian'],"3266 24th St, San Francisco, CA 94110",37.7524,-122.41779,(415) 874-9821,https://www.yelp.com/biz/itria-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Besharam,3.8,508,$$$,"['Indian', 'Vegetarian']","1275 Minnesota St, San Francisco, CA 94107",37.75419470439168,-122.38973528066064,(415) 580-7662,https://www.yelp.com/biz/besharam-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
High Horse,4.5,61,$$,"['New American', 'Cocktail Bars']","582 Washington St, San Francisco, CA 94111",37.79573,-122.40284,(415) 981-1500,https://www.yelp.com/biz/high-horse-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Yakiniku Shodai,4.7,86,$$$$,"['Japanese', 'Barbeque']","1420 Market St, San Francisco, CA 94102",37.77622440524734,-122.41823863238096,(415) 757-0201,https://www.yelp.com/biz/yakiniku-shodai-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Flour + Water Pizzeria,4.1,169,$$,"['Pizza', 'Desserts', 'Salad']","532 Columbus Ave, San Francisco, CA 94133",37.80006,-122.40944,(415) 529-1617,https://www.yelp.com/biz/flour-water-pizzeria-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hardwood Bar & Smokery,4.2,199,$$,"['Sports Bars', 'Barbeque', 'American']","680 8th St, Ste 170, San Francisco, CA 94103",37.77047,-122.40472,(415) 796-2437,https://www.yelp.com/biz/hardwood-bar-and-smokery-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
"Bon, Nene",4.2,414,$$,"['Japanese', 'Asian Fusion']","2850 21st St, San Francisco, CA 94110",37.75762490446,-122.411629484421,(415) 872-9332,https://www.yelp.com/biz/bon-nene-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Che Fico Alimentari,4.0,194,$$$,['Italian'],"834 Divisadero St, San Francisco, CA 94117",37.777467,-122.437936,(415) 416-6980,https://www.yelp.com/biz/che-fico-alimentari-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Poesia,4.0,908,$$$,"['Italian', 'Bars']","4072 18th St, San Francisco, CA 94114",37.76115,-122.43431,(415) 252-9325,https://www.yelp.com/biz/poesia-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Taksim,4.4,172,,"['Mediterranean', 'Wine Bars', 'Venues & Event Spaces']","564 4th St, San Francisco, CA 94107",37.778656440217155,-122.3973359018373,(415) 757-0989,https://www.yelp.com/biz/taksim-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Flour & Water Pasta Shop,4.1,77,$$,"['Wine Bars', 'Pasta Shops', 'Sandwiches']","3000 20th St, San Francisco, CA 94110",37.759246,-122.411045,,https://www.yelp.com/biz/flour-and-water-pasta-shop-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Belle Cora,4.4,133,$$,"['Wine Bars', 'New American', 'Music Venues']","565 Green St, San Francisco, CA 94133",37.7994887440823,-122.408376149833,(415) 872-5451,https://www.yelp.com/biz/belle-cora-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Brazen Head,4.1,885,$$$,"['Steakhouses', 'Gastropubs', 'American']","3166 Buchanan St, San Francisco, CA 94123",37.7993037,-122.4322957,(415) 921-7600,https://www.yelp.com/biz/brazen-head-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
